FEAT,LAT,LONG,DIMEN( km),MVC#,C1-MIDR,FMIDR,    COMMENTS,NAMES,OTHER CLASSIFICATIONS
CO,-67,118,250, -67/118CO,60S125,,Flooded interior; SF on margin; poorly defined,,
CO,-68,355,>700, -68/355CO,60S014,,,Quetzalpetlatl Corona,"CO, Ref 1"
CO,-69.5,66,400, -69.5/66CO,75S068;201,65S114;1;201,radial flows and sm sh in interior; double ring structure,,
CO,-70.5,82,500, -70.5/82CO,75S068;201,,Complex; flows and sm sh in interior; rim defined by termination of semi-radial fractures,,
CO,-83.5,140,400, -83.5/140CO,75S158;201,,Partially visible on C1 75S158; interior plains w/abundant sm sh; possible source for two long LC [-7/128LC and -75/162LC],,
CO?,66,254,200, 66/254CO,60N263,70N353;1,AR-like; part of doublet with AR67/251,,
CO?,58.5,29,250x400, 58.5/29CO,60N014,65N126;1,Elongate; associated small shields,,
CO?,53.5,307,180x400, 53.5/307CO,60N319,55N291;1,"""Double""-corona? centered on intersection of fracture trends; not well defined; sm lava channels and sm shields in interior",,
CO?,41,21,150x200,41/21CO,45N032,,Defined by regional fractures and ridges,,
CO?,34,12,300, 34/12CO,30N009,35N050;201,SFC ?(transitional?),,
CO?,28,322,220, 28/322CO,30N315,,W margin only visible; defined on basis of curving structure,,
CO?,19,47,250, 19/47CO,15N043,20N333;1,Only partially defined in existing data set; appears flooded,,
CO?,16,49.5,350, 16/49.5CO,15N043,,Only partially defined; appears flooded,,
CO?,13,356,300, 13/356CO,15N352,,Not well-defined; central region has vent concentration and mottled lavas,,
CO?,12,312,100, 12/312CO,15N317,,Faint concentric pattern; appears covered or buried; small group of small shields in interior,,
CO?,7.5,313,80, 7.5/313CO,15N317,,"Outer and inNEr concentric features; cut by thru-going parallel, regional fracture pattern",,
CO?,2,301,1000x600, 2/301CO,00N300,,,,
CO?,0,74.5,400,0/74.5CO,00N077,,Small shields in interior,,
CO?,-7,21.5,250, -7/21.5CO,00N026,,Central SF,[Cybele Corona],
CO?,-16,151,600x500, -16/151CO,15S146,15S249;1,"Diana Chasma region, ovoid or ""mega-corona"" type",[Ceres Corona],
CO?,-17,128,300, -17/128CO,15S129,15S243;1,Crossed by Thru-going fractures,,
CO?,-18,120,200, -18/120CO,15S112,15S237;1,Transitional(?) to SFC; central area of radiating fracture and LC; slight concentric outer area,[Inari Corona],
CO?,-31,331.5,200x250, -31/331.5CO,30S333;301,30S275;1,Irregular fracture pattern in interior and on NE rim,,
CO?,-37,43,150, -37/43CO,30S045,35S003;1,"AR-like; circular, Radar dark interior, associated SSD (15 km) in interior; Thru-going fractures",,
CO?,-39,42.5,70, -39/42.5CO,45S053;201,40S293;1,,,
CO?,-52.5,297,350, -52.5/297CO,60S291,,About 1/2 of feature seeSFC; not well-defined; partial concentric fractures,,
CO?,-65.5,36,150x225, -65.5/36CO,60S042,,Dominantly concentric; SF interior,,
CO?,-70,40,400, -70/40CO,75S023;1,,Defined by structure; associated flows to W?,,
CO?,-70,306,250, -70/306CO,75S293;1,,Sm sh in interior; not well-defined; associated plains material in interior appears to embay local fractures,,
CO?,-78,40,300, -78/40CO,75S023;1,,Associated w/-78.5/43SF,,
FF?,71,200,200, 71/200FF,75N209,,Radar bright lava flow covering portion of local ridge belt trend.,,
FF,-6,96,300x200, -6/96FF,00N095,,Located near highest point of Aphrodite terra,[Ovda Fluctus],
FF,-37,165,200-250, -37/165FF,45S159,,"Very lobate, apparently thick flow; radialar radar bright; possible source at 37.5/165 (center)",[Mahuea Tholus],
IV,57.5,264,40, 57.5/264IV,60N263,05S098;1;201,"Radar dark, shield-shaped, 5 km summit pit",,
IV,47,221,40, 47/221IV,45N223,35S163;1,Summit caldera ~10 km in diameter,,
IV,45.5,329.5,25,45.5/329.5IV,45N329;2,55N263;1,Construct 25 km; radial flows to 80 km; central 6 km pit; associated SF (44.5/330SF) similar to terrestrial volcanic field ,,
IV,35.5,317.5,90, 35.5/317.5IV,30N315,,Radar brightradial flows; very sm shields at center (cone-like edifices?); SSD? or FD?; on north flank; located on margin of small tessera area,,
IV,33.5,231,20, 33.5/231IV,30N225,,"Irregular, steep, bulbous, w/summit pit or pits",,
IV,33.5,231,20, 33.5/231IV,30N225,,"Irregular, steep, bulbous, w/summit pit or pits",,
IV,33.5,231,20, 33.5/231IV,30N225,35N230;1,"Irregular, steep, bulbous, w/summit pit or pits",,
IV,32.5,310.5,95, 32.5/310.5IV,30N315,35N230;1,"Radar bright radial flows, w/concentric pattern at center; located on regional fracture trend",,
IV,23.5,255,20, 23.5/255IV,30N261,35N230;1,Radar brightcone-shaped/shield-shaped w/ 5 km sumt pit,,
IV,20,339,80, 20/339IV,15N335,,Radar dark flows with central radial pattern; some associated long Radar dark flows,,
IV,17.5,96.5,25, 17.5/96.5IV,15N095,,"Double summit craters, dome/cone-shaped",,
IV,14,133,20, 14/133IV,15N129,,Distinct summit pit,,
IV,13.5,78,80, 13.5/78IV,15N077,20N097;1,Summit caldera ≈5 km,,
IV,10.5,270,80, 10.5/270IV,15N266,,Radar dark shields w/central features; may show up only due to radar bright surrounding flows,,
IV,10.5,270,30, 10.5/270IV,15N266,,Radar dark shields w/central features; may show up only due to radar bright surrounding flows,,
IV,10.5,270,25, 10.5/270IV,15N266,10N267;1,Radar dark shields w/central features; may show up only due to radar bright surrounding flows,,
IV,10.5,312.5,60, 10.5/312.5IV,15N317,10N267;1,Elongate source of several small pits aligned and small digitate radar bright flows (degradialed RF-like),,
IV,10,26,40, 10/26IV,15N026,10N267;1,IV/FD? type; local structure curves around IV; edifice may have central sag,,
IV,7.5,311,30, 7.5/311IV,15N317,,Radar dark shield shaped; summit pit; down-faulted distal SW flank (parallel to regional fractures),,
IV,-3,238,20, 3.5/237IV,00N232,,Radar bright apron; summit pit <5 km,,
IV,-9,294,60, -9/294IV,15S300,05N239;1,Central circular CD w/Radar dark floor on a flat-topped IV about 20 km diameter,,
IV,-10,301,60, -10/301IV,15S300,,IV/RF type?; radar dark circular region w/central edifice ~25 km w/pit and petal-like associated flows to east,,
IV,-10,312.5,80, -10/312.5IV,15S317,,Radar dark radial flows; complex center sm CDs (10 km),,
IV,-13.5,315.5,90, -13.5/315.5IV,15S317,,Radar dark radial flows; complex small CD's in center (10 km),,
IV,-14,252.5,30, -14/257IV,15S249,,Flat-top(?) w/summit caldera ~10 km diam and a few FD-like radial ridges on S. flank,,
IV,-14,286.5,20, -14/286.5IV,15S283,,15 km summit CD,,
IV,-14.5,286,30, -14.5/286IV,15S283,15S254;1,Domical; no pit,,
IV,-16.5,244.5,35, -16.5/244.5IV,15S249,15S289;1,"Summit caldera 10 km; irreg edifice, scalloped east flank; a few faint FD-like ridges on S. flank",,
IV,-18,154.5,60, -18/154.5IV,15S146,15S283;1,central crater is 5 km,,
IV,-20.5,94.5,20, -20.5/94.5IV,15S095,15S243;1,Elongate dome-type w/caldera,,
IV,-21,231.5,20, -21/231.5IV,15S232,20S156;1,Thru-going N-S fractures cut and distort edifice; possible summit CD <10 km,,
IV,-22,202,30, -22/202IV,15S197,,Flat-top type; summit pit; structure curves around edifice,,
IV,-29,221.5,30, -29/221.5IV,30S225,20S233;1,Summit CD is ~20 km and radial AR-like fracture pattern extend from CD interior to beyond flanks,,
IV,-29,249.5,30, -29/249.5IV,30S243,20S204;1,"Radar bright flank, rounded ""hillock"", no structure or pit; example of ""small shield""-type IV",,
IV,-40.5,226.5,20, -40.5/226.5IV,45S223,,Domical edifice; radial structure faint on flanks; surrounded by Radar bright region 100 km in diameter,,
IV,-44,36,40, -44/36IV,45S032,,"Summit pit, Radar dark circular shield-shaped edifice",,
IV,-44.5,212,20, -44.5/212IV,45S223,40S229;1,FD-like irregular scarp,,
IV,-47,228,25, -47/228IV,45S223,,SFC-like fracture patterns; domical,,
IV,-51,222.5,30, -51/222.5IV,45S223,45S211;1,"One large ""doublet""; other is domical w/FD-like ridge",,
IV,-51,222.5,20, -51/222.5IV,45S223,45S226;1;201,"One large ""doublet""; other is domical w/FD-like ridge",,
IV,-57,165,60, -57/165IV,60S153,,Summit pit; radial flow texture,,
IV,-58,16,70, -58/16IV,60S014,,Shield-type edifice; 5 km summit caldera,,
IV,-59.5,129,25, -59.5/129IV,60S125;201,,Summit pit; may have associated digitate flows?,,
IV,-65.5,114,40, -65.5/114IV,60S097,60S016;1;201,Small shield-type IV w/50 km concentric fracture pattern;  several hundred km radial fracture pattern in center; incipient LV?,,
IV,-65.5,115,20, -65.6/115IV,60S125;201,,AR-like structural pattern; summit pit; circumferential fracture pattern to 40 km,,
IV?,29,25.5,50, 34/26IV,30N027,,"radiating fractures, small shield on top",,
IV?,6.5,328,75,6.5/328IV,00N335;301,,Superposed irregular pits and channels,,
IV?,5.5,309,40, 5.5/309IV,00N317,,Radar bright shield shaped w/summit pit (may be just small shield surrounded by Radar dark flows),,
IV?,-7.5,324.5,25, -7.5/324.5IV,00N317;301,,Radar bright radial lava flows(?) to 100 km from center,,
IV?,-30,213.5,25, -30/218.5IV,30S207,,"Dome-shaped, large (10 km) summit calderas",,
IV?,-30,213.5,25, -30/218.5IV,30S207,,"Dome-shaped, large (10 km) summit calderas",,
IV?,-32,268.5,20, -32/268.5IV,30S261,,Flat? Large summit crater?,,
IV?,-70.5,191,30, -70.5/191IV,75S203;201,65S114;1;201,Domical? surrounding concentric fractures; may have associated materials that affects radialar properties on a regional scale,,
IV?,-71.5,54,95, -71.5/54IV,75S068;201,,Central CD? 15 km diam; may be source for flow field to N; possible companion IV to NW,,
IV?,-76.5,53,35, -76.5/53IV,75S068;201,,Shield-shaped; IV/RF-type? possible steeper flanked companion IV to NW,,
IV/FD,78,225,40, 78/225FD,75N209,,Assymetric FD ~10 km w/3 distinct arms to north w/ smaller summit pit,,
IV/FD,78,225,10, 78/225FD,75N209,,Assymetric FD ~10 km w/3 distinct arms to north w/ smaller summit pit,,
IV/FD,63.5,198,40x30, 63.5/198FD,60N208,75N237;1,"Flattened appearance; large Radar dark interior breach (to west) center; radial ridges on east, north, and south.",,"MD,Ref 4"
IV/FD,55,266,20, 55/266FD,60N263,75N237;1,"Assymetrical shape; very Radar bright; surrounded by Radar bright""apron"" or aureole, and rough Radar brightarea to east",,"MD,Ref 4"
IV/FD,46,269,25, 46/269FD,45N265,65N198;1,Assymetric ridges; associated hummocky deposits to west and east; possible radial flows (may be an IV-type center of flows),,"MD,Ref 4"
IV/FD,41,305.5,15, 41/305.5FD,45N307,55N263;1,Circular w/central depression w/central peak; short radial ridges,,"MD,Ref 4"
IV/FD,36.5,329.5,25,36.5/329.5FD,30N333;2,,Irregular; enclosed w/36/330IV/FD by concentric fractures,,"MD,Ref 4"
IV/FD,36,330,25,36/330FD,30N333;2,,Central pit ~10 km; eSFCclosed w/36.5/329.5IV/FD by concentric fractures,,"MD,Ref 4"
IV/FD,36,330.5,25, 36/330.5FD,30N333,,"The ""Turtleback"" or cryptodome feature of 45-day report; proto-FD?; irregular radial structure",,"MD,Ref 4"
IV/FD,33.5,312,25, 33.5/312FD,30N315,,SSD-like flat-top; central pit; short radial ridges on SFC side,,"MD,Ref 4"
IV/FD,32.5,311,25, 32.5/311FD,30N315,35N330;1,Slightly elongate with long radial ridges on NE flank,,"MD,Ref 4"
IV/FD,14,218,10, 14/218FD,15N215,20N233;1,Small; assymmetric ,,"MD,Ref 4"
IV/FD,14,299,20, 14/299FD,15N300,20N233;1,Short radial ridges; flat-top circular center 5 km w/central pit,,"MD,Ref 4"
IV/FD,12,70.5,20, 12/70.5FD,15N077,15N220;1,"Multi-crater; circular part is 10 km, elongate to 20 km; partial FD",,"MD,Ref 4"
IV/FD,10,212.5,30, 10/212.5FD,15N215,10N302;1,"Very broad center w/short radial ridges; located within ""augeSFC-like"" depression? ~60 km",,"MD,Ref 4"
IV/FD,9.5,296.5,20, 9.5/296.5FD,15N300,10N302;1,"Summit depression, radial ridges; could have associated radial flows; could be center of IV",,"MD,Ref 4"
IV/FD,2.5,169.5,20, 2.5/169.5FD,00N163,10N211;1,Flat summit,,"MD,Ref 4"
IV/FD,2,284.5,30, 2/284.5FD,00N283,,Assymetric; flat top; central dome-like feature,,"MD,Ref 4"
IV/FD,1.5,169,20, 1.5/169FD,00N163,,"Bowl-shaped, subdued appearance",,"SSD, Ref 2; MD,Ref 4"
IV/FD,0.5,278,20x15, 0.5/278FD,00N283,00N284;1,On margin of SF at 1.5/277.5; assymetric,,
IV/FD,0,249,30, 0/249FD,00N249,,"Flat-topped IV w/pit? or pits?; fairly symmetric, short ridges",,"MD,Ref 4"
IV/FD,-0.5,284.5,20, -0.5/284.5FD,00N283,00N278;1,Radar dark center; short ridges,,"MD,Ref 4"
IV/FD,-9.5,189.5,15x7, -9.5/189.5FD,15S197,00N284;1,Assymetric type (partial),,
IV/FD,-10,152,8, -10/152FD,15S146,,,,"MD,Ref 4"
IV/FD,-11.5,207,40, -11.5/207FD,15S215,10S188;1,clear example; 20 km center; ridges out to 40 km; flat-top,,"MD,Ref 4"
IV/FD,-13.5,252,25, -13.5/252FD,15S249,,Adjacent to flat-topped SSD (-13.5/251.5 SSD),,"MD,Ref 4"
IV/FD,-17.3,213.5,30, -17.3/213.5FD,15S215,15S214;1,Flat-topped; lies within fracture belt,,"MD,Ref 4"
IV/FD,-18,5.5,40, -18/5.5FD,15S009,10S155;1,Large circular central depression ~30 km in diameter,,"MD,Ref 4"
IV/FD,-18,38,30, -18/38FD,15S043,,"Irreg shape, flat-top w/central pit, short radial ridges to E and S; inside ""augen""-shaped fracture pattern; associated radial flows to 100 km ",,"MD,Ref 4"
IV/FD,-22,33,40x20, -22/33FD,15S026,,"Disrupted on W end, central depression w/central pit; some associated small ""flat-top shields""",,"MD,Ref 4"
IV/FD,-29.5,184,20, -29.5/184FD,30S189,20S204;1,"W/central Radar dark depression; located inside ""augen""-shaped area 60x40 in series of parallel fractures; S80W",,"MD,Ref 4"
IV/FD,-30,93.5,15, -30/93.5FD,30S099,,,,"MD,Ref 4"
IV/FD,-30,138,25, -30/138FD,30S135,,,,"MD,Ref 4"
IV/FD,-30,138,20, -30/138FD,30S135,,,,
IV/FD,-30,138,15, -30/138FD,30S135,30S136;1,,,
IV/FD,-32,1,20, -32/1FD,30S009,30S136;1,Simple star-shape,,"MD,Ref 4 @-31.9/359.8"
IV/FD,-32,260.5,20, -32/260.5FD,30S261,30S136;1,Both assym w/10 km summit depressions and radial ridges,,"MD,Ref 4"
IV/FD,-32,260.5,20, -32/260.5FD,30S261,30S003;1,Both assym w/10 km summit depressions and radial ridges,,
IV/FD,-40,271,30, -40/271FD,45S265,,5 radial ridges; summit depresson 15 km,,"MD,Ref 4"
IV/FD,-41.5,274,30, -41.5/274FD,45S265,,5 or 6 ridges; central depression,,"MD,Ref 4"
IV/FD,-51,291.5,20x10, -51/291.5FD,45S286,40S286;1,Assymetric; 20x10 km; ridges on SFC side only,,"SSD, Ref 2; MD,Ref 4"
IV/FD?,20.5,231.5,25, 20.5/231.5FD,15N232,,"Flat-topped, large summit pit ~5 km; one ridge-like segment; (gradialational FD?)",,
IV/FD?,20,230.5,25, 20/230.5FD,15N232,,"""CD-like"" summit pit, a few radial ridges; (transitional FD?)",,
IV/FD?,11.5,291.5,15, 11.5/291.5FD,15N283,,Large central depression with assym. legs that may be Thru-going fractures; assymetric-type,,
IV/FD?,10.5,301,25, 10.5/301FD,15N300,,5 km summit pit; irregular radial ridges to the north and south,,
IV/FD?,10.5,302,35, 10.5/302FD,15N300,,Flat-top w/large depression elongate to SE and very short radial ridges on N side,,
IV/FD?,-7.5,256,35, -7.5/256FD,15S249,,"Assymetric; FD-like (""centipede-shaped"") interior w/apparent high relief terrain in surrounding circular pattern",,
IV/FD?,-20.5,198.5,20x10, -20.5/198.5FD,15S197,20S003;1,Transitional (?) or deformed (?),,
IV/FD?,-21.5,201.5,40, -21.5/201.5FD,15S197,,Assymetric; central part is 25-30 km; legs included is 40 km diam,,
IV/FD?,-33.5,261.5,30, -33.5/261.5FD,30S261,30S262;1,TruSFCcated-cone appearance,,
IV/FD?,-37.5,263,30, -37.5/263FD,30S261,30S262;1,,,
IV/FD?,-41.5,289,20, -41.5/289FD,45S286,40S272;1,On rim of AR at -41/289; irregular shaped,,
IV/FD?,-46,287,25, -46/287FD,45S286,40S272;1,Flat topped w/central circular summit pit <10 km;  irregular margin; located in interior of AR-like center of LV at -45.5/287,,
IV/FD?,-61.5,331,20, -61.5/331FD,60S319;201,,Assymetric; on margin of fracture belt,,
IV/FD?,-62,328.5,60, -62/328.5FD,60S319;201,,Flat-top? w/short radial ridges; within fracture belt,,
IV/FD?,-63.5,325.5,20, -63.5/325.5FD,60S319;201,,,,
IV/FD?,-63.5,327.5,20, -63.5/327.5FD,60S319;201,,,,
IV/RF,44.5,233,30, 44.5/233RF,45N244,,Cone-shaped; summit pit 10 km; Radar brightapron to 70 km; radial pattern appearance,,
IV/RF,44,233,60, 44/233RF,45N223,,"""FD-like"" characteristics; irregular shaped, radial texture",,
IV/RF,39,212.5,30, 39/212.5RF,45N223,,Summit caldera ~10 km; faint radial texture on slopes and one dome shaped ~25 km,,
IV/RF,39,212.5,30, 39/212.5RF,45N223,,Summit caldera ~10 km; faint radial texture on slopes and one dome shaped ~25 km,,
IV/RF,34.5,273,30, 34.5/273RF,30N279,,RF-type: elongate summit pt.,,
IV/RF,22.5,232,20, 22.5/232RF,30N225,,Circular pit w/petal-type Radar bright flows,,
IV/RF,13,201,85, 13/201RF,15N197,35N270;1,Summit circular caldera 10 km and radial flows; clear example,,
IV/RF,1,277.5,40x20, 1/277.5RF,00N283,20N223;1,Fissure-like center,,
IV/RF,-7,199.5,80x50, -7/199.5RF,00N197,15N203;1,Steep-sided dome; elongate fissure along length of edifice,,
IV/RF,-8,199.5,60, -8/199.5RF,15S197,00N278;1,Some associated smaller edifices,,
IV/RF,-8,200.5,60x40, -8/200.5RF,15S197,,Some associated smaller edifices,,
IV/RF,-9,198,40, -9/198RF,15S197,10S200;1,Some associated smaller edifices,,
IV/RF,-9.5,199,40, -9.5/199RF,15S197,10S200;1,Some associated smaller edifices,,
IV/RF,-9.5,201,20, -9.5/201RF,15S197,10S200;1,Some associated smaller edifices,,
IV/RF,-13,199,30, -13/199RF,15S197,10S200;1,Some associated smaller edifices,,
IV/RF,-13,199.5,40, -13/199.5RF,15S197,10S200;1,Some associated smaller edifices,,
IV/RF,-14,118,20-25, -14/118RF,15S112,,Slightly elongate parallel to rift zone,,
IV/RF,-20,253.5,20, -20/253.5RF,15S249,,"RF? summit pit 5 km; indication of ""petal""-like flow margins?",,
IV/RF,-29,10,60x40, -29/10RF,30S009,15S117;201,Originally described radial pattern lava shield elongate on fracture,,
IV/RF,-31.5,251,60, -31.5/251RF,30S243,20S251;1,"radial flows; central CD 15-20 km; example of ""small LV""-type IV",,
IV/RF,-34.5,15,80, -34.5/15RF,30S009,30S009;1,20 km central caldera,,
IV/RF,-35,14,30-40, -35/14RF,30S009,,,,
IV/RF,-38,13,40, -38/13RF,45S011,,Small shield-type central edifice w/pit w/Radar bright apron of flows extending 40 km diam,,
IV/RF,-49.5,295,30, -49.5/295RF,45S286,,Flat-top w/large summit pit and Radar bright halo of possibly radial flows ,,
IV/SSD,78.5,230,30, 78.5/230SSD,75N209,40S011;1,Summit pit ~10 km; SSD-like,,"MD,Ref 4"
IV/SSD,74,221,25, 74/221SSD,75N209,,"Large summit pit~10 km; flat top, steep side; SSD-like",,
IV/SSD,73,100,20-30, 73/100SSD,75N074,,"Domical, standard SSD, and conical types",,
IV/SSD,73,100,20-30, 73/100SSD,75N074,,"Domical, standard SSD, and conical types",,
IV/SSD,73,100,20-30, 73/100SSD,75N074,,"Domical, standard SSD, and conical types",,
IV/SSD,70.5,97,30, 70.5/97SSD,75N074,,Summit pit; SSD?-type,,
IV/SSD,66,248,30, 66/248SSD,60N236,,SSD-like circularity and absence of flows; small summit pit,Ale Tholus (?),"MD,Ref 4"
IV/SSD,66,248,30, 66/248SSD,60N263,,Tiny summit pit; knobby margin,,
IV/SSD,65,203,<20, 65/203SSD,60N208,,,,
IV/SSD,65,203,<20, 65/203SSD,60N208,,,,
IV/SSD,65,203,<20, 65/203SSD,60N208,65N198;1,Summit depression,,
IV/SSD,65,203,<20, 65/203SSD,60N208,65N198;1,,,
IV/SSD,61,83,30, 61/83SSD,60N070,65N198;1,Fractured top; Radar bright; non-circular; proto-SSD(?),,"SSD, Ref 2; MD,Ref 4"
IV/SSD,61,247,45, 61/247SSD,60N236,65N198;1,"Flat-topped w/some ridges on top; no strong pattern on summit, but fluted dome-like radial short ridges on distal flanks",Nertus Tholus,"SSD, Ref 2; MD,Ref 4"
IV/SSD,60,324.5,25, 60/324.5SSD,60N319,,Shield-shaped w/summit pit; on edge of Lakshmi Planum,,"SSD, Ref 2"
IV/SSD,57,85,20, 57/85SSD,60N070,,"Radar bright, uniformly rough top; no pit; assoc. small shields in area",,"SSD, Ref 2"
IV/SSD,51.5,103.5,40, 51.5/103.5SSD,45N096,60N323,,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,51.5,104,25, 51.5/104SSD,45N117,,,,
IV/SSD,51,102.5,45, 51/102.5SSD,45N096,,,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,50,97.5,25, 50/97.5SSD,45N096,,,,
IV/SSD,48,342,25, 48/342SSD,45N350,,"""Pseudo SSD""(?); flat top",,
IV/SSD,47,215.5,30, 47/215.5SSD,45N223,,Irregular outline,,
IV/SSD,46.5,359,35, 46.5/359SSD,45N350,,,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,44,11,30, 44/11SSD,45N011,,"Radar dark SSD, associated Radar dark SF",,
IV/SSD,44,284,30, 44/284SSD,45N286,,"Flat, brt, subdued; cut by radial fractures from AR at 41/288.5",,"SSD, Ref 2; MD,Ref 4"
IV/SSD,44,284,20, 44/284SSD,45N286,,"Flat, brt, subdued; cut by radial fractures from AR at 41/288.5",,"MD,Ref 4"
IV/SSD,43.5,235,30, 43.5/235SSD,45N244,,Located on rim of AR,,
IV/SSD,42.5,79,30, 42.5/79SSD,45N074,,,,"SSD, Ref 2"
IV/SSD,41.5,64,20, 41.5/64SSD,45N053,,Summit pit(?); associated w/several more <20 km SSD-type edifices,,
IV/SSD,40,4,25, 40/4SSD,45N011,,"Non-circular; associated  ""flat-topped""  small shields",,
IV/SSD,39.5,119,20, 39.5/119SSD,45N117,,,,"SSD, Ref 2"
IV/SSD,38.5,46,40,  38.5/46SSD,30N045,,Flat-toppped; may be buried by Tepev lavas on the east,,
IV/SSD,38,325.5,25,38/325.5SSD,45N329;2,,,,
IV/SSD,37.5,66,30, 37.5/66SSD,45N074,40N046;201,,,"SSD, Ref 2"
IV/SSD,37.5,68.5,25, 37.5/68.5SSD,45N074,,,,"SSD, Ref 2"
IV/SSD,36.5,270.5,20, 36.5/270.5SSD,30N261,,Flat topped w/summit pit ~5 km,,"MD,Ref 4"
IV/SSD,36,236,30, 36/236SSD,30N243,,"Doublet, overlapping; complex cluster of pits in area of overlap (at summit of poss. LV 32/244.5)",,"MD,Ref 4"
IV/SSD,36,236,30, 36/236SSD,30N243,35N270;1,"Doublet, overlapping; complex cluster of pits in area of overlap (at summit of poss. LV 32/244.5)",,"MD,Ref 4"
IV/SSD,35.5,21,50, 35.5/21SSD,30N027,,Flat Radar dark top with pit,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,34,311.5,50, 34/311.5SSD,30N315,,Circular; summit pit; scarp on north edge at base; most prominent of 3 adjoining SSD's,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,33.5,311.5,50, 33.5/311.5SSD,30N315,,Faint circular SSD cut by fractures; appears to pre-date SSD at 34/311.5,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,33.5,312,50, 33.5/312SSD,30N315,,Very faint circular SSD cut by fractures; appears to pre-date SSD at 34/311.5,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,33,305.5,30, 33/305.5SSD,30N297,,,,"SSD, Ref 2"
IV/SSD,32.5,304.5,25, 32.5/304.5SSD,30N297,,Overlapping to east,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,32.5,304.5,25, 32.5/304.5SSD,30N297,35N303;1,Overlapping to east,,
IV/SSD,32.5,304.5,25, 32.5/304.5SSD,30N297,35N303;1,Overlapping to east,,
IV/SSD,32.5,304.5,25, 32.5/304.5SSD,30N297,35N303;1,Overlapping to east,,
IV/SSD,32,311.5,25, 32/311.5SSD,30N315,35N303;1,Radar bright; located on rim of CO,,"MD,Ref 4"
IV/SSD,31.5,14.5,30, 31.5/14.5SSD,30N009,35N303;1,"Series of 3 adjoining; associated small shields and ""flattops""",,"MD,Ref 4"
IV/SSD,31.5,14.5,30, 31.5/14.5SSD,30N009,,"Series of 3 adjoining; associated small shields and ""flattops""",,
IV/SSD,31.5,14.5,30, 31.5/14.5SSD,30N009,,"Series of 3 adjoining; associated small shields and ""flattops""",,
IV/SSD,30.5,313,20, 30.5/313SSD,30N315,,Located on rim of CO,,"SSD, Ref 2"
IV/SSD,29.5,29.5,30, 29.5/29.5SSD,30N027,,"Old??;""flat-tops"" and Radar dark small shields in vicinity",,"MD, Ref 4"
IV/SSD,29.5,243,15, 29.5/243SSD,30N243,,on rim of CO,,
IV/SSD,28.5,320.5,30, 28.5/320.5SSD,30N315,,"Circular; flat-top, central 1 km pit ",,"SSD, Ref 2; MD,Ref 4"
IV/SSD,28,63,30, 28/63SSD,30N063,,"Summit pit(may be elongate); ""flat-top"" w/fractures",,"SSD, Ref 2; MD,Ref 4"
IV/SSD,25,314,20, 25/314SSD,30N315,,"Irregular shape; steep scarps, top w/raised rim crater at center",,"MD,Ref 4"
IV/SSD,24.5,314.5,20, 24.5/314.5SSD,30N315,30N066;1,"Circular; steep scarps, flat top, raised rim, central pit",,"MD,Ref 4"
IV/SSD,18,196,60, 18/196SSD,15N197,,"Faint SSD, no fractures or pits on top",,"SSD, Ref 2; MD,Ref 4"
IV/SSD,16.5,41.5,25, 16.5/41.5SSD,15N043,,Flat-top w/ 10 km central pit,,
IV/SSD,15.5,114.5,20, 15.5/114.5SSD,15N112,10N198;1,Located on edge of larger feature; summit pit; flat topped,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,15.5,117,20, 15.5/117SSD,15N112,15N043;201;301,2 adjacent; summit pit; gradialational between SSD and flat-topped IV,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,15.5,117,20, 15.5/117SSD,15N112,,2 adjacent; summit pit; gradialational between SSD and flat-topped IV,,"SSD, Ref 2; MD,Ref 4"
IV/SSD,14.5,135,15, 14.5/135SSD,15N129,,"Flat-topped, fractures on top, ""proto-SSD""",,
IV/SSD,14,70,15x35, 14/70LV,15N077,15N283;1,Flat-top; mesa-like center area w/pit; possible associated radial flows out to 200 km,,"MD,Ref 4"
IV/SSD,14,277,10, 14/277SSD,15N283,,"Radar dark ""flat?"" top with summit pit on each",,"SSD, Ref 2"
IV/SSD,14,277,10, 14/277SSD,15N283,,"Radar dark ""flat?"" top with summit pit on each",,"SSD, Ref 2"
IV/SSD,12.5,8.5,50, 12.5/8.5SSD,15N009,,"Circular, flat-topped, summit pit, striated margins; very fine-scale structure on top",,"SSD, Ref 2; MD,Ref 4"
IV/SSD,12,7.5,50-60, 12/7.5SSD,15N009,,"Circular, flat-topped, summit pit, striated margins; very fine-scale structure on top",,"SSD, Ref 2; MD,Ref 4"
IV/SSD,12,9,20, 12/9SSD,15N009,,"Circular, flat-topped, summit pit, striated margins; very fine-scale structure on top",,"MD,Ref 4"
IV/SSD,12,299,25, 12/299SSD,15N300,,Flat; very sm central pit <1 km,,"MD,Ref 4"
IV/SSD,11,301.5,25, 11/301.5SSD,15N300,,Flat; brt; fractured top,,"MD,Ref 4"
